record_id,intersection_id,intersection_name,zone,timestamp_utc,date,is_peak_hour,vehicle_type,vehicle_count_total
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-02 17:02:00,2023-01-02,True,pedestrian,17
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-02 17:14:00,2023-01-02,True,pedestrian,22
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-02 15:54:00,2023-01-02,False,bus,10
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 02:57:00,2023-01-03,False,truck,4
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-05 04:29:00,2023-01-05,False,truck,5
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-04 02:25:00,2023-01-04,False,pedestrian,12
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 16:10:00,2023-01-02,False,bicycle,9
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-06 23:14:00,2023-01-06,False,bicycle,6
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-03 04:44:00,2023-01-03,False,pedestrian,4
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-07 15:54:00,2023-01-07,False,car,16
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-01 18:24:00,2023-01-01,True,truck,20
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-07 18:13:00,2023-01-07,True,pedestrian,22
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-06 21:59:00,2023-01-06,False,truck,8
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-06 17:52:00,2023-01-06,True,2w,20
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-06 09:50:00,2023-01-06,True,car,23
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-06 06:02:00,2023-01-06,False,2w,9
CAM_INT_006_2,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-03 13:42:00,2023-01-03,False,bicycle,10
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-04 19:21:00,2023-01-04,True,truck,21
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-02 17:42:00,2023-01-02,True,pedestrian,28
CAM_INT_004_1,INT_004,LB Nagar Signal,Hyderabad,2023-01-04 21:08:00,2023-01-04,False,2w,4
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-04 07:02:00,2023-01-04,False,bus,10
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 08:26:00,2023-01-02,True,truck,19
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-06 00:10:00,2023-01-06,False,bus,7
CAM_INT_006_2,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-07 19:44:00,2023-01-07,True,bus,18
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-06 22:03:00,2023-01-06,False,2w,5
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-04 18:15:00,2023-01-04,True,car,19
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-05 17:22:00,2023-01-05,True,2w,24
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-03 16:44:00,2023-01-03,False,truck,6
CAM_INT_005_4,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-01 19:48:00,2023-01-01,True,2w,16
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-04 12:01:00,2023-01-04,False,car,5
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-06 03:40:00,2023-01-06,False,truck,8
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-05 20:06:00,2023-01-05,False,car,5
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-01 19:58:00,2023-01-01,True,pedestrian,19
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-05 08:59:00,2023-01-05,True,truck,23
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-05 15:29:00,2023-01-05,False,2w,14
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 14:26:00,2023-01-02,False,car,9
CAM_INT_006_3,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-05 11:54:00,2023-01-05,False,bicycle,9
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-02 21:23:00,2023-01-02,False,bicycle,8
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-06 22:33:00,2023-01-06,False,car,8
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-02 19:25:00,2023-01-02,True,2w,22
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-02 22:40:00,2023-01-02,False,bicycle,4
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-04 23:33:00,2023-01-04,False,truck,9
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-05 17:18:00,2023-01-05,True,truck,9
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-07 00:31:00,2023-01-07,False,bicycle,8
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 15:42:00,2023-01-07,False,2w,7
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-05 10:35:00,2023-01-05,True,car,18
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 21:23:00,2023-01-07,False,pedestrian,5
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-08 00:59:00,2023-01-08,False,truck,6
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-01 20:01:00,2023-01-01,False,2w,5
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-07 05:09:00,2023-01-07,False,2w,10
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 00:08:00,2023-01-04,False,bicycle,5
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-03 10:05:00,2023-01-03,True,2w,18
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-06 00:21:00,2023-01-06,False,2w,14
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-05 22:03:00,2023-01-05,False,bicycle,8
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-01 23:00:00,2023-01-01,False,bicycle,7
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-07 15:09:00,2023-01-07,False,pedestrian,8
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-07 05:29:00,2023-01-07,False,truck,7
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-06 11:31:00,2023-01-06,False,truck,10
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-04 06:11:00,2023-01-04,False,2w,7
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-04 01:18:00,2023-01-04,False,bicycle,8
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-03 19:24:00,2023-01-03,True,truck,23
CAM_INT_006_3,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-06 19:31:00,2023-01-06,True,2w,28
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 15:03:00,2023-01-07,False,truck,7
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-07 18:35:00,2023-01-07,True,2w,13
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-05 04:14:00,2023-01-05,False,truck,7
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-04 12:32:00,2023-01-04,False,truck,9
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-04 04:01:00,2023-01-04,False,bus,5
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 09:04:00,2023-01-07,True,pedestrian,19
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-02 19:29:00,2023-01-02,True,pedestrian,21
CAM_INT_001_2,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 00:12:00,2023-01-04,False,pedestrian,10
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-03 21:34:00,2023-01-03,False,car,11
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-05 00:11:00,2023-01-05,False,car,7
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-01 07:24:00,2023-01-01,False,bus,9
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-06 15:53:00,2023-01-06,False,pedestrian,8
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-04 12:26:00,2023-01-04,False,truck,6
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-02 06:25:00,2023-01-02,False,bus,6
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-03 05:48:00,2023-01-03,False,bus,14
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-05 18:24:00,2023-01-05,True,bus,23
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-01 16:13:00,2023-01-01,False,truck,11
CAM_INT_005_4,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-05 01:29:00,2023-01-05,False,2w,4
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-02 18:38:00,2023-01-02,True,2w,19
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 10:39:00,2023-01-03,True,truck,18
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-06 11:18:00,2023-01-06,False,pedestrian,10
CAM_INT_006_2,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-01 09:50:00,2023-01-01,True,truck,29
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-03 05:55:00,2023-01-03,False,pedestrian,6
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-06 02:47:00,2023-01-06,False,truck,6
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-05 19:27:00,2023-01-05,True,bus,22
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-06 16:22:00,2023-01-06,False,bus,5
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-04 05:12:00,2023-01-04,False,bus,5
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-04 06:54:00,2023-01-04,False,truck,4
CAM_INT_006_2,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-04 05:25:00,2023-01-04,False,pedestrian,7
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-01 22:57:00,2023-01-01,False,2w,9
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-03 01:36:00,2023-01-03,False,pedestrian,7
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 14:03:00,2023-01-02,False,truck,6
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 17:50:00,2023-01-03,True,2w,20
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 10:14:00,2023-01-06,True,truck,21
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-07 11:58:00,2023-01-07,False,bicycle,7
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-04 01:34:00,2023-01-04,False,car,5
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-07 06:13:00,2023-01-07,False,car,11
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-01 22:51:00,2023-01-01,False,bicycle,10
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-07 18:23:00,2023-01-07,True,bus,21
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-04 23:35:00,2023-01-04,False,2w,10
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-03 14:05:00,2023-01-03,False,2w,5
CAM_INT_008_4,INT_008,Uppal Junction,Hyderabad,2023-01-07 01:21:00,2023-01-07,False,car,8
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-02 18:01:00,2023-01-02,True,2w,25
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-07 15:59:00,2023-01-07,False,bicycle,10
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 18:09:00,2023-01-04,True,2w,22
CAM_INT_004_1,INT_004,LB Nagar Signal,Hyderabad,2023-01-01 06:49:00,2023-01-01,False,bicycle,5
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-01 18:22:00,2023-01-01,True,truck,23
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-07 09:46:00,2023-01-07,True,car,20
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-01 14:39:00,2023-01-01,False,2w,3
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-02 18:58:00,2023-01-02,True,truck,17
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-06 08:28:00,2023-01-06,True,2w,22
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-07 09:15:00,2023-01-07,True,truck,21
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-03 06:44:00,2023-01-03,False,2w,8
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-03 18:48:00,2023-01-03,True,car,13
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-06 12:25:00,2023-01-06,False,2w,13
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 20:42:00,2023-01-03,False,2w,1
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-03 00:21:00,2023-01-03,False,bus,6
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-01 14:47:00,2023-01-01,False,bicycle,8
CAM_INT_004_1,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 23:43:00,2023-01-03,False,car,4
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-08 00:11:00,2023-01-08,False,2w,7
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 00:49:00,2023-01-04,False,2w,7
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-03 21:59:00,2023-01-03,False,bus,10
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-02 20:15:00,2023-01-02,False,truck,7
CAM_INT_006_3,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-07 19:18:00,2023-01-07,True,pedestrian,21
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-03 22:41:00,2023-01-03,False,bus,8
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-05 22:55:00,2023-01-05,False,truck,7
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-07 14:01:00,2023-01-07,False,pedestrian,4
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-06 02:39:00,2023-01-06,False,2w,8
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-05 04:02:00,2023-01-05,False,bicycle,12
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-05 23:41:00,2023-01-05,False,bus,4
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-05 12:47:00,2023-01-05,False,bicycle,9
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 23:48:00,2023-01-03,False,truck,7
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-06 12:26:00,2023-01-06,False,bicycle,9
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-05 23:44:00,2023-01-05,False,bicycle,10
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-05 16:03:00,2023-01-05,False,truck,6
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-05 00:11:00,2023-01-05,False,2w,11
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-02 07:14:00,2023-01-02,False,pedestrian,6
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-01 20:04:00,2023-01-01,False,2w,9
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-02 01:52:00,2023-01-02,False,bicycle,9
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-06 16:54:00,2023-01-06,False,truck,7
CAM_INT_004_1,INT_004,LB Nagar Signal,Hyderabad,2023-01-01 10:11:00,2023-01-01,True,bus,14
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-06 16:46:00,2023-01-06,False,pedestrian,7
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-05 18:18:00,2023-01-05,True,pedestrian,25
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-04 11:17:00,2023-01-04,False,2w,14
CAM_INT_005_4,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-04 18:13:00,2023-01-04,True,truck,11
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-06 13:15:00,2023-01-06,False,pedestrian,7
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-04 21:26:00,2023-01-04,False,truck,6
CAM_INT_001_2,INT_001,Kukatpally Crossroad,Medchal,2023-01-05 23:01:00,2023-01-05,False,bicycle,4
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 21:50:00,2023-01-02,False,truck,7
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-04 14:36:00,2023-01-04,False,bus,7
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-03 20:48:00,2023-01-03,False,bicycle,5
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-06 22:20:00,2023-01-06,False,pedestrian,7
CAM_INT_008_4,INT_008,Uppal Junction,Hyderabad,2023-01-04 04:16:00,2023-01-04,False,pedestrian,6
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-06 11:50:00,2023-01-06,False,pedestrian,7
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 04:13:00,2023-01-03,False,pedestrian,7
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-03 08:15:00,2023-01-03,True,car,17
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 02:17:00,2023-01-02,False,car,11
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-02 19:32:00,2023-01-02,True,car,23
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-01 08:29:00,2023-01-01,True,pedestrian,21
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-05 11:54:00,2023-01-05,False,bicycle,8
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-06 19:13:00,2023-01-06,True,car,22
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-01 09:14:00,2023-01-01,True,pedestrian,14
CAM_INT_005_4,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 08:17:00,2023-01-07,True,car,16
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 06:57:00,2023-01-03,False,car,10
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 23:48:00,2023-01-03,False,bicycle,7
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-05 06:47:00,2023-01-05,False,2w,9
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-05 11:52:00,2023-01-05,False,2w,4
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-03 19:40:00,2023-01-03,True,car,15
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-02 07:31:00,2023-01-02,False,2w,7
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-07 12:55:00,2023-01-07,False,car,12
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 04:47:00,2023-01-03,False,2w,6
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-05 00:27:00,2023-01-05,False,car,6
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 20:44:00,2023-01-03,False,pedestrian,8
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 08:01:00,2023-01-04,True,car,22
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-07 10:17:00,2023-01-07,True,car,23
CAM_INT_001_2,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 19:52:00,2023-01-04,True,bus,26
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-05 18:45:00,2023-01-05,True,truck,16
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-07 15:59:00,2023-01-07,False,bicycle,9
CAM_INT_006_2,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-07 09:36:00,2023-01-07,True,2w,29
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-02 03:24:00,2023-01-02,False,pedestrian,11
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-01 20:39:00,2023-01-01,False,2w,9
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-02 02:45:00,2023-01-02,False,bicycle,9
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 23:07:00,2023-01-04,False,pedestrian,12
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-06 09:01:00,2023-01-06,True,bus,20
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-07 13:00:00,2023-01-07,False,2w,9
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-07 21:58:00,2023-01-07,False,car,11
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-04 01:17:00,2023-01-04,False,car,11
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-03 00:06:00,2023-01-03,False,pedestrian,11
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-05 16:23:00,2023-01-05,False,truck,8
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 06:59:00,2023-01-02,False,truck,4
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-05 08:16:00,2023-01-05,True,car,18
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 05:50:00,2023-01-02,False,2w,8
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-07 14:05:00,2023-01-07,False,bicycle,10
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 10:12:00,2023-01-02,True,car,24
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-07 13:20:00,2023-01-07,False,bicycle,7
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-05 15:11:00,2023-01-05,False,truck,2
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-05 15:53:00,2023-01-05,False,pedestrian,8
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-07 18:10:00,2023-01-07,True,bus,14
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 04:17:00,2023-01-03,False,truck,5
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-04 07:17:00,2023-01-04,False,bus,4
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-03 03:39:00,2023-01-03,False,truck,8
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-04 15:51:00,2023-01-04,False,car,13
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-04 02:43:00,2023-01-04,False,pedestrian,5
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-08 00:08:00,2023-01-08,False,bus,4
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 11:12:00,2023-01-02,False,truck,9
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-05 18:03:00,2023-01-05,True,pedestrian,11
CAM_INT_008_4,INT_008,Uppal Junction,Hyderabad,2023-01-04 23:59:00,2023-01-04,False,truck,6
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-08 00:18:00,2023-01-08,False,truck,7
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-08 02:43:00,2023-01-08,False,2w,10
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-03 06:30:00,2023-01-03,False,truck,7
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 20:04:00,2023-01-06,False,bus,8
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-05 12:41:00,2023-01-05,False,2w,6
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-02 13:05:00,2023-01-02,False,bus,7
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-07 12:12:00,2023-01-07,False,pedestrian,10
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-03 15:14:00,2023-01-03,False,truck,8
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-05 21:43:00,2023-01-05,False,bus,8
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-04 00:05:00,2023-01-04,False,pedestrian,7
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-06 01:32:00,2023-01-06,False,car,6
CAM_INT_008_4,INT_008,Uppal Junction,Hyderabad,2023-01-08 01:16:00,2023-01-08,False,bicycle,4
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-07 07:55:00,2023-01-07,False,pedestrian,8
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-07 10:27:00,2023-01-07,True,truck,26
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-02 11:51:00,2023-01-02,False,pedestrian,10
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-03 03:25:00,2023-01-03,False,car,8
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-05 00:32:00,2023-01-05,False,car,16
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 08:55:00,2023-01-02,True,bus,25
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-06 07:43:00,2023-01-06,False,2w,7
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-07 22:43:00,2023-01-07,False,bus,11
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-01 12:42:00,2023-01-01,False,car,7
