delay_id,route_id,bus_id,intersection_id,stop_id,scheduled_arrival_ts,actual_arrival_ts,delay_minutes,delay_reason,date
DLY_00610,RT_104,BUS_1012,INT_009,STOP_18,2023-01-07 12:13:00,2023-01-07 12:19:57,6.96,other,2023-01-07
DLY_00611,RT_102,BUS_1001,INT_005,STOP_4,2023-01-02 20:10:00,2023-01-02 20:14:49,4.83,traffic,2023-01-02
DLY_00612,RT_103,BUS_1025,INT_008,STOP_27,2023-01-03 18:41:00,2023-01-03 18:46:50,5.84,other,2023-01-03
DLY_00613,RT_110,BUS_1075,INT_003,STOP_12,2023-01-02 04:56:00,2023-01-02 04:57:37,1.62,weather,2023-01-02
DLY_00614,RT_101,BUS_1008,INT_001,STOP_30,2023-01-02 02:28:00,2023-01-02 02:40:20,12.34,breakdown,2023-01-02
DLY_00615,RT_103,BUS_1011,INT_010,STOP_29,2023-01-06 07:05:00,2023-01-06 07:10:23,5.39,weather,2023-01-06
DLY_00616,RT_108,BUS_1006,INT_005,STOP_4,2023-01-01 17:39:00,2023-01-01 17:44:19,5.33,breakdown,2023-01-01
DLY_00617,RT_107,BUS_1092,INT_001,STOP_30,2023-01-07 18:42:00,2023-01-07 18:49:10,7.18,other,2023-01-07
DLY_00618,RT_107,BUS_1087,INT_007,STOP_16,2023-01-01 14:03:00,2023-01-01 14:09:26,6.44,other,2023-01-01
DLY_00619,RT_104,BUS_1023,INT_007,STOP_6,2023-01-05 06:39:00,2023-01-05 06:44:40,5.67,weather,2023-01-05
DLY_00620,RT_103,BUS_1004,INT_010,STOP_9,2023-01-06 07:47:00,2023-01-06 07:49:37,2.63,breakdown,2023-01-06
DLY_00621,RT_108,BUS_1052,INT_002,STOP_21,2023-01-04 14:35:00,2023-01-04 14:41:24,6.41,other,2023-01-04
DLY_00622,RT_105,BUS_1049,INT_003,STOP_2,2023-01-02 05:57:00,2023-01-02 06:07:38,10.65,breakdown,2023-01-02
DLY_00623,RT_109,BUS_1031,INT_005,STOP_14,2023-01-03 12:27:00,2023-01-03 12:36:02,9.04,traffic,2023-01-03
DLY_00624,RT_108,BUS_1069,INT_004,STOP_13,2023-01-05 08:03:00,2023-01-05 08:12:46,9.78,other,2023-01-05
DLY_00625,RT_109,BUS_1041,INT_003,STOP_12,2023-01-07 16:27:00,2023-01-07 16:30:27,3.47,other,2023-01-07
DLY_00626,RT_101,BUS_1040,INT_010,STOP_9,2023-01-03 07:06:00,2023-01-03 07:08:01,2.03,breakdown,2023-01-03
DLY_00627,RT_101,BUS_1060,INT_002,STOP_1,2023-01-04 10:42:00,2023-01-04 10:46:37,4.62,weather,2023-01-04
DLY_00628,RT_104,BUS_1020,INT_006,STOP_25,2023-01-07 21:28:00,2023-01-07 21:33:10,5.17,traffic,2023-01-07
DLY_00629,RT_105,BUS_1068,INT_009,STOP_8,2023-01-03 23:51:00,2023-01-03 23:59:16,8.28,traffic,2023-01-03
DLY_00630,RT_110,BUS_1049,INT_006,STOP_25,2023-01-03 17:54:00,2023-01-03 17:54:00,0.0,weather,2023-01-03
DLY_00631,RT_103,BUS_1030,INT_001,STOP_30,2023-01-03 05:26:00,2023-01-03 05:35:35,9.59,weather,2023-01-03
DLY_00632,RT_110,BUS_1003,INT_007,STOP_26,2023-01-05 07:58:00,2023-01-05 08:02:31,4.53,weather,2023-01-05
DLY_00633,RT_103,BUS_1072,INT_010,STOP_19,2023-01-07 15:54:00,2023-01-07 15:57:43,3.72,breakdown,2023-01-07
DLY_00634,RT_109,BUS_1039,INT_008,STOP_27,2023-01-06 20:24:00,2023-01-06 20:25:57,1.96,breakdown,2023-01-06
DLY_00635,RT_102,BUS_1007,INT_007,STOP_16,2023-01-01 16:21:00,2023-01-01 16:21:02,0.04,breakdown,2023-01-01
DLY_00636,RT_101,BUS_1067,INT_001,STOP_20,2023-01-03 17:44:00,2023-01-03 17:51:28,7.47,other,2023-01-03
DLY_00637,RT_110,BUS_1025,INT_002,STOP_1,2023-01-05 00:35:00,2023-01-05 00:40:13,5.22,breakdown,2023-01-05
DLY_00638,RT_106,BUS_1007,INT_002,STOP_11,2023-01-03 06:27:00,2023-01-03 06:28:07,1.13,traffic,2023-01-03
DLY_00639,RT_103,BUS_1099,INT_006,STOP_5,2023-01-07 22:11:00,2023-01-07 22:12:06,1.11,traffic,2023-01-07
DLY_00640,RT_106,BUS_1009,INT_009,STOP_28,2023-01-07 05:42:00,2023-01-07 05:45:59,3.99,weather,2023-01-07
DLY_00641,RT_110,BUS_1012,INT_004,STOP_23,2023-01-05 18:01:00,2023-01-05 18:11:00,10.01,weather,2023-01-05
DLY_00642,RT_103,BUS_1020,INT_001,STOP_10,2023-01-04 22:05:00,2023-01-04 22:09:13,4.22,other,2023-01-04
DLY_00643,RT_106,BUS_1022,INT_007,STOP_26,2023-01-06 19:02:00,2023-01-06 19:02:29,0.49,weather,2023-01-06
DLY_00644,RT_103,BUS_1048,INT_009,STOP_8,2023-01-07 22:49:00,2023-01-07 22:53:15,4.26,weather,2023-01-07
DLY_00645,RT_103,BUS_1022,INT_005,STOP_24,2023-01-04 14:25:00,2023-01-04 14:29:10,4.18,traffic,2023-01-04
DLY_00646,RT_107,BUS_1098,INT_004,STOP_23,2023-01-07 18:25:00,2023-01-07 18:25:00,0.0,traffic,2023-01-07
DLY_00647,RT_106,BUS_1078,INT_007,STOP_6,2023-01-08 02:29:00,2023-01-08 02:33:50,4.84,breakdown,2023-01-08
DLY_00648,RT_102,BUS_1063,INT_002,STOP_21,2023-01-07 16:25:00,2023-01-07 16:29:18,4.31,breakdown,2023-01-07
DLY_00649,RT_104,BUS_1044,INT_002,STOP_11,2023-01-02 03:14:00,2023-01-02 03:21:05,7.09,weather,2023-01-02
DLY_00650,RT_106,BUS_1057,INT_007,STOP_6,2023-01-02 06:13:00,2023-01-02 06:23:32,10.55,traffic,2023-01-02
DLY_00651,RT_104,BUS_1088,INT_010,STOP_9,2023-01-03 15:15:00,2023-01-03 15:23:22,8.38,traffic,2023-01-03
DLY_00652,RT_102,BUS_1092,INT_003,STOP_12,2023-01-04 04:05:00,2023-01-04 04:09:11,4.19,traffic,2023-01-04
DLY_00653,RT_108,BUS_1093,INT_003,STOP_2,2023-01-05 15:23:00,2023-01-05 15:24:40,1.68,other,2023-01-05
DLY_00654,RT_108,BUS_1048,INT_007,STOP_6,2023-01-05 23:03:00,2023-01-05 23:15:43,12.72,weather,2023-01-05
DLY_00655,RT_102,BUS_1061,INT_009,STOP_18,2023-01-05 12:29:00,2023-01-05 12:34:10,5.18,breakdown,2023-01-05
DLY_00656,RT_102,BUS_1004,INT_007,STOP_6,2023-01-06 09:13:00,2023-01-06 09:18:02,5.04,weather,2023-01-06
DLY_00657,RT_105,BUS_1013,INT_002,STOP_1,2023-01-04 21:01:00,2023-01-04 21:05:55,4.93,traffic,2023-01-04
DLY_00658,RT_107,BUS_1020,INT_002,STOP_11,2023-01-03 04:27:00,2023-01-03 04:32:35,5.59,traffic,2023-01-03
DLY_00659,RT_106,BUS_1076,INT_009,STOP_18,2023-01-02 07:25:00,2023-01-02 07:29:34,4.57,other,2023-01-02
DLY_00660,RT_107,BUS_1083,INT_004,STOP_23,2023-01-01 14:27:00,2023-01-01 14:30:16,3.28,breakdown,2023-01-01
DLY_00661,RT_103,BUS_1006,INT_001,STOP_20,2023-01-06 04:33:00,2023-01-06 04:36:21,3.36,traffic,2023-01-06
DLY_00662,RT_104,BUS_1052,INT_002,STOP_11,2023-01-03 14:07:00,2023-01-03 14:11:54,4.9,weather,2023-01-03
DLY_00663,RT_105,BUS_1030,INT_003,STOP_22,2023-01-04 10:52:00,2023-01-04 10:55:22,3.37,traffic,2023-01-04
DLY_00664,RT_110,BUS_1070,INT_003,STOP_2,2023-01-05 17:17:00,2023-01-05 17:19:51,2.86,other,2023-01-05
DLY_00665,RT_106,BUS_1000,INT_006,STOP_5,2023-01-01 20:53:00,2023-01-01 20:58:19,5.32,other,2023-01-01
DLY_00666,RT_110,BUS_1061,INT_004,STOP_3,2023-01-04 14:25:00,2023-01-04 14:29:14,4.24,breakdown,2023-01-04
DLY_00667,RT_104,BUS_1021,INT_005,STOP_4,2023-01-01 13:01:00,2023-01-01 13:10:30,9.51,weather,2023-01-01
DLY_00668,RT_102,BUS_1039,INT_004,STOP_3,2023-01-06 15:18:00,2023-01-06 15:18:00,0.0,other,2023-01-06
DLY_00669,RT_105,BUS_1011,INT_007,STOP_16,2023-01-06 19:33:00,2023-01-06 19:41:16,8.27,other,2023-01-06
DLY_00670,RT_107,BUS_1047,INT_007,STOP_6,2023-01-05 11:18:00,2023-01-05 11:26:44,8.74,breakdown,2023-01-05
DLY_00671,RT_105,BUS_1056,INT_006,STOP_15,2023-01-01 18:11:00,2023-01-01 18:11:00,0.0,other,2023-01-01
DLY_00672,RT_105,BUS_1072,INT_010,STOP_9,2023-01-03 19:46:00,2023-01-03 19:49:58,3.97,traffic,2023-01-03
DLY_00673,RT_102,BUS_1085,INT_006,STOP_5,2023-01-02 08:24:00,2023-01-02 08:27:53,3.89,weather,2023-01-02
DLY_00674,RT_107,BUS_1096,INT_007,STOP_26,2023-01-07 09:51:00,2023-01-07 09:51:46,0.78,breakdown,2023-01-07
DLY_00675,RT_107,BUS_1066,INT_009,STOP_18,2023-01-01 22:39:00,2023-01-01 22:41:39,2.67,other,2023-01-01
DLY_00676,RT_110,BUS_1030,INT_009,STOP_18,2023-01-06 15:39:00,2023-01-06 15:40:40,1.67,other,2023-01-06
DLY_00677,RT_107,BUS_1091,INT_001,STOP_10,2023-01-02 03:33:00,2023-01-02 03:43:15,10.26,traffic,2023-01-02
DLY_00678,RT_109,BUS_1073,INT_008,STOP_17,2023-01-07 17:58:00,2023-01-07 18:05:48,7.81,breakdown,2023-01-07
DLY_00679,RT_103,BUS_1021,INT_005,STOP_4,2023-01-06 08:37:00,2023-01-06 08:45:48,8.81,breakdown,2023-01-06
DLY_00680,RT_103,BUS_1005,INT_007,STOP_26,2023-01-03 10:37:00,2023-01-03 10:44:09,7.17,other,2023-01-03
DLY_00681,RT_104,BUS_1080,INT_004,STOP_3,2023-01-06 04:53:00,2023-01-06 04:54:36,1.61,breakdown,2023-01-06
DLY_00682,RT_105,BUS_1040,INT_008,STOP_27,2023-01-08 00:29:00,2023-01-08 00:32:25,3.43,traffic,2023-01-08
DLY_00683,RT_109,BUS_1050,INT_004,STOP_3,2023-01-05 15:58:00,2023-01-05 16:04:28,6.47,weather,2023-01-05
DLY_00684,RT_109,BUS_1058,INT_009,STOP_28,2023-01-04 09:25:00,2023-01-04 09:26:20,1.33,traffic,2023-01-04
DLY_00685,RT_109,BUS_1053,INT_007,STOP_26,2023-01-07 22:26:00,2023-01-07 22:33:08,7.14,traffic,2023-01-07
DLY_00686,RT_103,BUS_1072,INT_005,STOP_14,2023-01-02 22:51:00,2023-01-02 22:55:16,4.28,traffic,2023-01-02
DLY_00687,RT_110,BUS_1099,INT_001,STOP_30,2023-01-02 10:50:00,2023-01-02 10:53:52,3.88,traffic,2023-01-02
DLY_00688,RT_109,BUS_1044,INT_007,STOP_26,2023-01-04 12:07:00,2023-01-04 12:14:07,7.13,other,2023-01-04
DLY_00689,RT_108,BUS_1073,INT_010,STOP_9,2023-01-05 14:35:00,2023-01-05 14:41:19,6.33,other,2023-01-05
DLY_00690,RT_105,BUS_1051,INT_003,STOP_2,2023-01-03 05:01:00,2023-01-03 05:04:55,3.92,breakdown,2023-01-03
DLY_00691,RT_107,BUS_1004,INT_001,STOP_20,2023-01-08 04:12:00,2023-01-08 04:20:28,8.48,other,2023-01-08
DLY_00692,RT_104,BUS_1006,INT_010,STOP_29,2023-01-05 00:31:00,2023-01-05 00:32:45,1.76,other,2023-01-05
DLY_00693,RT_106,BUS_1002,INT_001,STOP_30,2023-01-04 07:20:00,2023-01-04 07:26:50,6.85,weather,2023-01-04
DLY_00694,RT_105,BUS_1035,INT_008,STOP_27,2023-01-04 16:45:00,2023-01-04 16:51:46,6.78,other,2023-01-04
DLY_00695,RT_104,BUS_1017,INT_009,STOP_28,2023-01-02 08:49:00,2023-01-02 08:53:04,4.07,weather,2023-01-02
DLY_00696,RT_106,BUS_1034,INT_005,STOP_24,2023-01-06 06:59:00,2023-01-06 07:04:58,5.98,other,2023-01-06
DLY_00697,RT_104,BUS_1056,INT_001,STOP_20,2023-01-02 06:22:00,2023-01-02 06:23:14,1.25,breakdown,2023-01-02
DLY_00698,RT_108,BUS_1097,INT_001,STOP_30,2023-01-05 21:11:00,2023-01-05 21:18:46,7.77,weather,2023-01-05
DLY_00699,RT_109,BUS_1020,INT_008,STOP_27,2023-01-01 21:20:00,2023-01-01 21:24:26,4.45,traffic,2023-01-01
DLY_00700,RT_107,BUS_1017,INT_001,STOP_10,2023-01-07 00:23:00,2023-01-07 00:26:25,3.43,traffic,2023-01-07
DLY_00701,RT_104,BUS_1007,INT_007,STOP_6,2023-01-03 10:38:00,2023-01-03 10:46:08,8.15,breakdown,2023-01-03
DLY_00702,RT_101,BUS_1046,INT_003,STOP_2,2023-01-06 10:38:00,2023-01-06 10:40:53,2.89,breakdown,2023-01-06
DLY_00703,RT_108,BUS_1064,INT_010,STOP_9,2023-01-05 10:35:00,2023-01-05 10:35:46,0.77,other,2023-01-05
DLY_00704,RT_101,BUS_1030,INT_002,STOP_21,2023-01-02 15:49:00,2023-01-02 15:49:19,0.33,weather,2023-01-02
DLY_00705,RT_108,BUS_1022,INT_007,STOP_16,2023-01-08 00:12:00,2023-01-08 00:18:49,6.82,other,2023-01-08
DLY_00706,RT_106,BUS_1044,INT_010,STOP_19,2023-01-07 12:33:00,2023-01-07 12:34:09,1.16,breakdown,2023-01-07
DLY_00707,RT_102,BUS_1036,INT_008,STOP_27,2023-01-04 04:37:00,2023-01-04 04:47:15,10.26,traffic,2023-01-04
DLY_00708,RT_103,BUS_1073,INT_004,STOP_13,2023-01-01 19:33:00,2023-01-01 19:33:00,0.0,breakdown,2023-01-01
DLY_00709,RT_104,BUS_1086,INT_009,STOP_28,2023-01-03 18:26:00,2023-01-03 18:36:05,10.09,breakdown,2023-01-03
DLY_00710,RT_109,BUS_1002,INT_010,STOP_9,2023-01-05 21:49:00,2023-01-05 21:54:37,5.63,traffic,2023-01-05
DLY_00711,RT_103,BUS_1076,INT_007,STOP_16,2023-01-02 18:07:00,2023-01-02 18:11:42,4.71,traffic,2023-01-02
DLY_00712,RT_110,BUS_1039,INT_009,STOP_8,2023-01-04 02:55:00,2023-01-04 02:58:21,3.37,weather,2023-01-04
DLY_00713,RT_106,BUS_1058,INT_005,STOP_14,2023-01-05 12:48:00,2023-01-05 12:54:11,6.2,weather,2023-01-05
DLY_00714,RT_105,BUS_1086,INT_008,STOP_7,2023-01-06 13:26:00,2023-01-06 13:30:53,4.89,other,2023-01-06
DLY_00715,RT_101,BUS_1065,INT_010,STOP_19,2023-01-02 09:56:00,2023-01-02 10:04:18,8.31,weather,2023-01-02
DLY_00716,RT_110,BUS_1036,INT_009,STOP_18,2023-01-08 00:08:00,2023-01-08 00:13:20,5.34,weather,2023-01-08
DLY_00717,RT_108,BUS_1008,INT_003,STOP_22,2023-01-02 11:31:00,2023-01-02 11:36:27,5.45,weather,2023-01-02
DLY_00718,RT_105,BUS_1033,INT_010,STOP_9,2023-01-04 22:47:00,2023-01-04 22:50:54,3.91,weather,2023-01-04
DLY_00719,RT_109,BUS_1097,INT_008,STOP_7,2023-01-02 22:56:00,2023-01-02 23:00:49,4.83,breakdown,2023-01-02
DLY_00720,RT_110,BUS_1051,INT_010,STOP_29,2023-01-01 21:30:00,2023-01-01 21:35:55,5.92,weather,2023-01-01
DLY_00721,RT_101,BUS_1083,INT_003,STOP_22,2023-01-02 20:12:00,2023-01-02 20:12:00,0.0,other,2023-01-02
DLY_00722,RT_107,BUS_1051,INT_001,STOP_10,2023-01-04 04:50:00,2023-01-04 04:50:57,0.96,other,2023-01-04
DLY_00723,RT_110,BUS_1090,INT_005,STOP_24,2023-01-01 15:38:00,2023-01-01 15:45:13,7.23,breakdown,2023-01-01
DLY_00724,RT_109,BUS_1081,INT_002,STOP_11,2023-01-03 18:43:00,2023-01-03 18:48:30,5.51,other,2023-01-03
DLY_00725,RT_109,BUS_1038,INT_001,STOP_30,2023-01-05 07:53:00,2023-01-05 07:57:26,4.45,breakdown,2023-01-05
DLY_00726,RT_103,BUS_1037,INT_008,STOP_27,2023-01-07 14:26:00,2023-01-07 14:31:03,5.06,traffic,2023-01-07
DLY_00727,RT_105,BUS_1092,INT_007,STOP_16,2023-01-02 16:56:00,2023-01-02 17:02:02,6.04,breakdown,2023-01-02
DLY_00728,RT_102,BUS_1028,INT_003,STOP_22,2023-01-05 01:39:00,2023-01-05 01:42:22,3.38,weather,2023-01-05
DLY_00729,RT_107,BUS_1042,INT_009,STOP_8,2023-01-04 17:51:00,2023-01-04 17:53:39,2.67,weather,2023-01-04
DLY_00730,RT_105,BUS_1059,INT_010,STOP_9,2023-01-07 21:53:00,2023-01-07 21:58:35,5.59,traffic,2023-01-07
DLY_00731,RT_110,BUS_1074,INT_007,STOP_16,2023-01-01 20:39:00,2023-01-01 20:41:03,2.06,traffic,2023-01-01
DLY_00732,RT_109,BUS_1015,INT_007,STOP_16,2023-01-03 11:07:00,2023-01-03 11:13:13,6.22,other,2023-01-03
DLY_00733,RT_107,BUS_1006,INT_008,STOP_17,2023-01-04 15:28:00,2023-01-04 15:28:00,0.0,breakdown,2023-01-04
DLY_00734,RT_106,BUS_1052,INT_006,STOP_5,2023-01-03 12:41:00,2023-01-03 12:49:05,8.09,other,2023-01-03
DLY_00735,RT_103,BUS_1099,INT_006,STOP_5,2023-01-04 20:23:00,2023-01-04 20:29:25,6.42,traffic,2023-01-04
DLY_00736,RT_103,BUS_1040,INT_007,STOP_16,2023-01-05 00:49:00,2023-01-05 00:54:46,5.77,traffic,2023-01-05
DLY_00737,RT_105,BUS_1026,INT_002,STOP_1,2023-01-06 09:26:00,2023-01-06 09:33:56,7.95,breakdown,2023-01-06
DLY_00738,RT_108,BUS_1097,INT_010,STOP_19,2023-01-03 01:15:00,2023-01-03 01:24:59,10.0,traffic,2023-01-03
DLY_00739,RT_107,BUS_1051,INT_006,STOP_5,2023-01-06 04:25:00,2023-01-06 04:33:02,8.04,other,2023-01-06
DLY_00740,RT_101,BUS_1004,INT_007,STOP_16,2023-01-05 14:40:00,2023-01-05 14:40:00,0.0,breakdown,2023-01-05
DLY_00741,RT_101,BUS_1041,INT_005,STOP_24,2023-01-05 11:52:00,2023-01-05 11:53:09,1.16,breakdown,2023-01-05
DLY_00742,RT_104,BUS_1028,INT_002,STOP_1,2023-01-01 07:07:00,2023-01-01 07:10:07,3.13,weather,2023-01-01
DLY_00743,RT_102,BUS_1049,INT_001,STOP_10,2023-01-02 17:12:00,2023-01-02 17:17:04,5.08,weather,2023-01-02
DLY_00744,RT_101,BUS_1038,INT_007,STOP_6,2023-01-01 23:49:00,2023-01-01 23:55:33,6.55,weather,2023-01-01
DLY_00745,RT_110,BUS_1067,INT_006,STOP_15,2023-01-07 04:04:00,2023-01-07 04:06:49,2.82,weather,2023-01-07
DLY_00746,RT_106,BUS_1062,INT_005,STOP_14,2023-01-02 18:32:00,2023-01-02 18:37:33,5.56,weather,2023-01-02
DLY_00747,RT_103,BUS_1051,INT_006,STOP_25,2023-01-03 09:27:00,2023-01-03 09:29:44,2.73,traffic,2023-01-03
DLY_00748,RT_103,BUS_1027,INT_009,STOP_8,2023-01-03 19:15:00,2023-01-03 19:18:09,3.17,traffic,2023-01-03
DLY_00749,RT_103,BUS_1015,INT_010,STOP_19,2023-01-06 23:47:00,2023-01-06 23:47:46,0.78,weather,2023-01-06
DLY_00750,RT_107,BUS_1081,INT_004,STOP_23,2023-01-01 16:12:00,2023-01-01 16:14:13,2.23,weather,2023-01-01
DLY_00751,RT_110,BUS_1006,INT_006,STOP_25,2023-01-07 08:01:00,2023-01-07 08:01:56,0.94,traffic,2023-01-07
DLY_00752,RT_101,BUS_1006,INT_003,STOP_22,2023-01-02 11:31:00,2023-01-02 11:33:04,2.07,traffic,2023-01-02
DLY_00753,RT_107,BUS_1015,INT_005,STOP_14,2023-01-06 07:19:00,2023-01-06 07:27:09,8.16,weather,2023-01-06
DLY_00754,RT_104,BUS_1088,INT_007,STOP_16,2023-01-02 23:48:00,2023-01-02 23:50:09,2.15,traffic,2023-01-02
DLY_00755,RT_102,BUS_1084,INT_001,STOP_10,2023-01-06 00:55:00,2023-01-06 01:07:53,12.9,weather,2023-01-06
DLY_00756,RT_103,BUS_1053,INT_001,STOP_20,2023-01-08 03:22:00,2023-01-08 03:28:28,6.48,traffic,2023-01-08
DLY_00757,RT_105,BUS_1014,INT_008,STOP_17,2023-01-02 14:08:00,2023-01-02 14:13:33,5.55,traffic,2023-01-02
DLY_00758,RT_110,BUS_1025,INT_007,STOP_16,2023-01-03 12:14:00,2023-01-03 12:16:25,2.42,weather,2023-01-03
DLY_00759,RT_104,BUS_1045,INT_008,STOP_27,2023-01-07 04:51:00,2023-01-07 04:58:06,7.1,other,2023-01-07
DLY_00760,RT_101,BUS_1070,INT_001,STOP_10,2023-01-03 01:47:00,2023-01-03 01:50:16,3.27,other,2023-01-03
DLY_00761,RT_108,BUS_1042,INT_001,STOP_30,2023-01-03 14:42:00,2023-01-03 14:47:21,5.37,breakdown,2023-01-03
DLY_00762,RT_102,BUS_1014,INT_002,STOP_1,2023-01-01 09:28:00,2023-01-01 09:40:40,12.68,other,2023-01-01
DLY_00763,RT_109,BUS_1009,INT_006,STOP_5,2023-01-02 06:35:00,2023-01-02 06:39:42,4.71,traffic,2023-01-02
DLY_00764,RT_104,BUS_1058,INT_010,STOP_29,2023-01-04 03:52:00,2023-01-04 04:00:26,8.45,weather,2023-01-04
DLY_00765,RT_101,BUS_1012,INT_010,STOP_9,2023-01-06 12:46:00,2023-01-06 12:48:53,2.89,breakdown,2023-01-06
DLY_00766,RT_105,BUS_1046,INT_009,STOP_28,2023-01-01 16:46:00,2023-01-01 16:50:53,4.9,weather,2023-01-01
DLY_00767,RT_102,BUS_1097,INT_005,STOP_14,2023-01-02 13:38:00,2023-01-02 13:48:18,10.31,traffic,2023-01-02
DLY_00768,RT_103,BUS_1042,INT_002,STOP_1,2023-01-02 19:47:00,2023-01-02 19:50:07,3.12,weather,2023-01-02
DLY_00769,RT_110,BUS_1034,INT_010,STOP_29,2023-01-06 05:31:00,2023-01-06 05:41:26,10.44,traffic,2023-01-06
DLY_00770,RT_103,BUS_1014,INT_003,STOP_12,2023-01-05 03:35:00,2023-01-05 03:42:07,7.12,other,2023-01-05
DLY_00771,RT_105,BUS_1049,INT_004,STOP_13,2023-01-06 10:39:00,2023-01-06 10:42:18,3.31,other,2023-01-06
DLY_00772,RT_103,BUS_1014,INT_007,STOP_26,2023-01-06 01:09:00,2023-01-06 01:15:53,6.9,breakdown,2023-01-06
DLY_00773,RT_103,BUS_1013,INT_004,STOP_23,2023-01-01 22:00:00,2023-01-01 22:07:55,7.92,other,2023-01-01
DLY_00774,RT_108,BUS_1072,INT_001,STOP_30,2023-01-07 23:18:00,2023-01-07 23:24:51,6.87,other,2023-01-07
DLY_00775,RT_106,BUS_1078,INT_007,STOP_6,2023-01-05 13:41:00,2023-01-05 13:41:17,0.29,traffic,2023-01-05
DLY_00776,RT_108,BUS_1062,INT_009,STOP_28,2023-01-02 17:40:00,2023-01-02 17:42:49,2.82,traffic,2023-01-02
DLY_00777,RT_108,BUS_1005,INT_010,STOP_29,2023-01-05 22:18:00,2023-01-05 22:22:15,4.26,traffic,2023-01-05
DLY_00778,RT_101,BUS_1090,INT_010,STOP_9,2023-01-04 19:48:00,2023-01-04 19:52:46,4.78,breakdown,2023-01-04
DLY_00779,RT_109,BUS_1066,INT_003,STOP_22,2023-01-05 02:22:00,2023-01-05 02:28:51,6.86,traffic,2023-01-05
DLY_00780,RT_108,BUS_1044,INT_005,STOP_14,2023-01-04 01:52:00,2023-01-04 01:57:31,5.53,other,2023-01-04
DLY_00781,RT_110,BUS_1006,INT_006,STOP_5,2023-01-07 14:27:00,2023-01-07 14:27:59,0.99,traffic,2023-01-07
DLY_00782,RT_109,BUS_1060,INT_002,STOP_21,2023-01-03 00:51:00,2023-01-03 00:57:08,6.14,other,2023-01-03
DLY_00783,RT_102,BUS_1096,INT_009,STOP_28,2023-01-03 03:09:00,2023-01-03 03:15:49,6.83,other,2023-01-03
DLY_00784,RT_106,BUS_1035,INT_002,STOP_11,2023-01-03 23:46:00,2023-01-03 23:52:40,6.68,traffic,2023-01-03
DLY_00785,RT_109,BUS_1082,INT_008,STOP_17,2023-01-03 18:48:00,2023-01-03 18:56:14,8.24,other,2023-01-03
DLY_00786,RT_102,BUS_1058,INT_004,STOP_13,2023-01-03 22:10:00,2023-01-03 22:17:30,7.5,other,2023-01-03
DLY_00787,RT_108,BUS_1011,INT_007,STOP_26,2023-01-07 18:28:00,2023-01-07 18:34:22,6.38,other,2023-01-07
DLY_00788,RT_102,BUS_1063,INT_006,STOP_15,2023-01-04 20:18:00,2023-01-04 20:22:47,4.79,traffic,2023-01-04
DLY_00789,RT_107,BUS_1004,INT_005,STOP_4,2023-01-05 20:09:00,2023-01-05 20:09:01,0.02,traffic,2023-01-05
DLY_00790,RT_110,BUS_1079,INT_008,STOP_27,2023-01-02 06:49:00,2023-01-02 06:55:17,6.29,weather,2023-01-02
DLY_00791,RT_109,BUS_1026,INT_010,STOP_29,2023-01-07 00:48:00,2023-01-07 00:53:37,5.62,other,2023-01-07
DLY_00792,RT_101,BUS_1028,INT_002,STOP_11,2023-01-05 09:13:00,2023-01-05 09:18:48,5.81,other,2023-01-05
DLY_00793,RT_110,BUS_1076,INT_002,STOP_11,2023-01-07 14:57:00,2023-01-07 14:58:10,1.17,other,2023-01-07
DLY_00794,RT_108,BUS_1014,INT_004,STOP_23,2023-01-05 09:12:00,2023-01-05 09:13:45,1.76,traffic,2023-01-05
DLY_00795,RT_101,BUS_1043,INT_006,STOP_25,2023-01-03 18:33:00,2023-01-03 18:41:09,8.16,weather,2023-01-03
DLY_00796,RT_109,BUS_1066,INT_008,STOP_27,2023-01-04 13:43:00,2023-01-04 13:47:52,4.88,weather,2023-01-04
DLY_00797,RT_101,BUS_1021,INT_004,STOP_23,2023-01-02 11:01:00,2023-01-02 11:08:02,7.04,other,2023-01-02
DLY_00798,RT_102,BUS_1032,INT_006,STOP_5,2023-01-05 21:44:00,2023-01-05 21:49:05,5.08,breakdown,2023-01-05
DLY_00799,RT_107,BUS_1027,INT_008,STOP_7,2023-01-02 14:58:00,2023-01-02 15:03:05,5.09,other,2023-01-02
DLY_00800,RT_106,BUS_1013,INT_008,STOP_27,2023-01-03 10:02:00,2023-01-03 10:09:48,7.81,other,2023-01-03
DLY_00801,RT_102,BUS_1098,INT_003,STOP_2,2023-01-07 22:47:00,2023-01-07 22:50:27,3.45,other,2023-01-07
DLY_00802,RT_109,BUS_1017,INT_006,STOP_15,2023-01-07 22:55:00,2023-01-07 23:00:17,5.29,other,2023-01-07
DLY_00803,RT_101,BUS_1070,INT_002,STOP_1,2023-01-07 06:49:00,2023-01-07 06:52:36,3.61,other,2023-01-07
DLY_00804,RT_108,BUS_1065,INT_008,STOP_27,2023-01-07 21:46:00,2023-01-07 21:49:41,3.7,breakdown,2023-01-07
DLY_00805,RT_103,BUS_1093,INT_004,STOP_23,2023-01-07 19:59:00,2023-01-07 20:03:04,4.07,breakdown,2023-01-07
DLY_00806,RT_110,BUS_1077,INT_005,STOP_4,2023-01-05 15:47:00,2023-01-05 15:52:39,5.67,weather,2023-01-05
